,datetime,machineID,volt,rotate,pressure,vibration,model,age,anomaly,anomaly_final,date,time,volt_round,rotate_round,pressure_round,vibration_round,rotate_rate_change,rotate_rate_change_type,rotate_rate_change_abs,rotate_lag1,rotate_rate_change_lag1,rotate_rate_change_type_lag1,rotate_rate_change_abs_lag1,volt_rate_change,volt_rate_change_type,volt_rate_change_abs,volt_lag1,volt_rate_change_lag1,volt_rate_change_type_lag1,volt_rate_change_abs_lag1,pressure_rate_change,pressure_rate_change_type,pressure_rate_change_abs,pressure_lag1,pressure_rate_change_lag1,pressure_rate_change_type_lag1,pressure_rate_change_abs_lag1,vibration_rate_change,vibration_rate_change_type,vibration_rate_change_abs,vibration_lag1,vibration_rate_change_lag1,vibration_rate_change_type_lag1,vibration_rate_change_abs_lag1,machineID_lag1,model_lag1,age_lag1,description,description_absolute,description_lag1,description_absolute_lag1,failure_comp1,failure_comp2,failure_comp3,failure_comp4,maint_comp1,maint_comp2,maint_comp3,maint_comp4,error1,error2,error3,error4,error5,failure,maint,error,failure_ID
712,2015-11-11 06:00:00,49,161.985842583619,458.382083598972,126.569571229925,38.428785612227,model1,15,True,There are some anomalies,2015-11-11,06:00:00,161.985843,458.382084,126.569571,38.428786,0.20414141873008976,increase,20.4141,380.671303610161,0.10429666939310653,increase,10.4297,-0.07812542742130191,decrease,7.8125,175.713537830322,-0.033295880931274065,decrease,3.3296,0.05331092271289284,increase,5.3311,120.163541933026,-0.06177497289457665,decrease,6.1775,0.025473235825681777,increase,2.5473,37.4741965657302,0.03453867429408042,increase,3.4539,49.0,model1,15.0,"At at the time 06:00:00 in 2015-11-11, the machine which has machine ID 49 and model ID model1 and 15 age , has hourly average voltage decrease about 7.8125 percent  and hourly average rotation increase about 20.4141 percent  and hourly average pressure increase about 5.3311 percent  and hourly average vibration increase about 2.5473 percent .","At the time 06:00:00 in 2015-11-11, the machine which has machine ID 49 and model ID model1 and 15 age , has hourly average voltage 161.985843 and hourly average rotation 458.382084 and hourly average pressure 126.569571 and hourly average vibration 38.428786 .","At at the time 05:00:00 in 2015-11-11, the machine which has machine ID 49 and model ID model1 and 15 age , has hourly average voltage decrease about 3.3296 percent  and hourly average rotation increase about 10.4297 percent  and hourly average pressure decrease about 6.1775 percent  and hourly average vibration increase about 3.4539 percent .","At the time 05:00:00 in 2015-11-11, the machine which has machine ID 49 and model ID model1 and 15 age , has hourly average voltage 175.713538 and hourly average rotation 380.671304 and hourly average pressure 120.163542 and hourly average vibration 37.474197 .",0,0,1,0,0,0,1,0,0,0,0,0,0,True,True,False,1
1255,2015-11-11 06:00:00,85,140.031073759051,437.619884634803,86.861851771245,36.0612534116059,model1,16,True,There are some anomalies,2015-11-11,06:00:00,140.031074,437.619885,86.861852,36.061253,0.28131625240257424,increase,28.1316,341.539322407118,-0.18189655670191154,decrease,18.1897,-0.09844140365697437,decrease,9.8441,155.321100954565,-0.13855776584264134,decrease,13.8558,-0.12088845094790465,decrease,12.0888,98.8064050175476,-0.06652888548187673,decrease,6.6529,0.004272153101545279,increase,0.4272,35.9078495806501,-0.05320173652799224,decrease,5.3202,85.0,model1,16.0,"At at the time 06:00:00 in 2015-11-11, the machine which has machine ID 85 and model ID model1 and 16 age , has hourly average voltage decrease about 9.8441 percent  and hourly average rotation increase about 28.1316 percent  and hourly average pressure decrease about 12.0888 percent  and hourly average vibration increase about 0.4272 percent .","At the time 06:00:00 in 2015-11-11, the machine which has machine ID 85 and model ID model1 and 16 age , has hourly average voltage 140.031074 and hourly average rotation 437.619885 and hourly average pressure 86.861852 and hourly average vibration 36.061253 .","At at the time 05:00:00 in 2015-11-11, the machine which has machine ID 85 and model ID model1 and 16 age , has hourly average voltage decrease about 13.8558 percent  and hourly average rotation decrease about 18.1897 percent  and hourly average pressure decrease about 6.6529 percent  and hourly average vibration decrease about 5.3202 percent .","At the time 05:00:00 in 2015-11-11, the machine which has machine ID 85 and model ID model1 and 16 age , has hourly average voltage 155.321101 and hourly average rotation 341.539322 and hourly average pressure 98.806405 and hourly average vibration 35.90785 .",0,1,0,0,1,1,0,0,0,0,0,0,0,True,True,False,1
156,2015-11-11 13:00:00,12,191.163378414824,525.171678501484,93.6554877440871,37.4522702058875,model3,9,False,There is no anomaly,2015-11-11,13:00:00,191.163378,525.171679,93.655488,37.45227,0.2875725106708253,increase,28.7573,407.877361584762,-0.15685340696039793,decrease,15.6853,-0.006851873249361574,decrease,0.6852,192.482242342105,0.05243633548395545,increase,5.2436,-0.016817779869393444,decrease,1.6818,95.2575075367472,-0.10447036720069862,decrease,10.447,0.1257134313813213,increase,12.5713,33.2698084271156,-0.07494643999551703,decrease,7.4946,12.0,model3,9.0,"At at the time 13:00:00 in 2015-11-11, the machine which has machine ID 12 and model ID model3 and 9 age , has hourly average voltage decrease about 0.6852 percent  and hourly average rotation increase about 28.7573 percent  and hourly average pressure decrease about 1.6818 percent  and hourly average vibration increase about 12.5713 percent .","At the time 13:00:00 in 2015-11-11, the machine which has machine ID 12 and model ID model3 and 9 age , has hourly average voltage 191.163378 and hourly average rotation 525.171679 and hourly average pressure 93.655488 and hourly average vibration 37.45227 .","At at the time 12:00:00 in 2015-11-11, the machine which has machine ID 12 and model ID model3 and 9 age , has hourly average voltage increase about 5.2436 percent  and hourly average rotation decrease about 15.6853 percent  and hourly average pressure decrease about 10.447 percent  and hourly average vibration decrease about 7.4946 percent .","At the time 12:00:00 in 2015-11-11, the machine which has machine ID 12 and model ID model3 and 9 age , has hourly average voltage 192.482242 and hourly average rotation 407.877362 and hourly average pressure 95.257508 and hourly average vibration 33.269808 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
493,2015-11-12 06:00:00,34,192.364187023107,472.417341320698,94.5215105958303,37.1798309273224,model4,10,True,There are some anomalies,2015-11-12,06:00:00,192.364187,472.417341,94.521511,37.179831,-0.06823721040923311,decrease,6.8237,507.014603500302,0.2146751625740458,increase,21.4675,-0.09750875654963835,decrease,9.7509,213.14798167755,0.19007080583566585,increase,19.0071,0.09663837086578675,increase,9.6638,86.1920511874907,-0.19767420198063626,decrease,19.7674,0.18090772061698432,increase,18.0908,31.4841119913224,-0.08516185226040718,decrease,8.5162,34.0,model4,10.0,"At at the time 06:00:00 in 2015-11-12, the machine which has machine ID 34 and model ID model4 and 10 age , has hourly average voltage decrease about 9.7509 percent  and hourly average rotation decrease about 6.8237 percent  and hourly average pressure increase about 9.6638 percent  and hourly average vibration increase about 18.0908 percent .","At the time 06:00:00 in 2015-11-12, the machine which has machine ID 34 and model ID model4 and 10 age , has hourly average voltage 192.364187 and hourly average rotation 472.417341 and hourly average pressure 94.521511 and hourly average vibration 37.179831 .","At at the time 05:00:00 in 2015-11-12, the machine which has machine ID 34 and model ID model4 and 10 age , has hourly average voltage increase about 19.0071 percent  and hourly average rotation increase about 21.4675 percent  and hourly average pressure decrease about 19.7674 percent  and hourly average vibration decrease about 8.5162 percent .","At the time 05:00:00 in 2015-11-12, the machine which has machine ID 34 and model ID model4 and 10 age , has hourly average voltage 213.147982 and hourly average rotation 507.014604 and hourly average pressure 86.192051 and hourly average vibration 31.484112 .",1,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,1
259,2015-11-12 11:00:00,18,174.658930542996,503.384579758256,80.359904766493,39.8577111792362,model3,15,False,There is no anomaly,2015-11-12,11:00:00,174.658931,503.38458,80.359905,39.857711,0.21411141057600028,increase,21.4111,414.611521952042,-0.10183359362582974,decrease,10.1834,-0.006754236770692501,decrease,0.6754,175.846640387504,-0.006008298255590223,decrease,0.6008,-0.10394509703737959,decrease,10.3945,89.681898397966,-0.22491648344590573,decrease,22.4916,-0.07334029498694712,decrease,7.334,43.0122416714718,-0.0035090722451220093,decrease,0.3509,18.0,model3,15.0,"At at the time 11:00:00 in 2015-11-12, the machine which has machine ID 18 and model ID model3 and 15 age , has hourly average voltage decrease about 0.6754 percent  and hourly average rotation increase about 21.4111 percent  and hourly average pressure decrease about 10.3945 percent  and hourly average vibration decrease about 7.334 percent .","At the time 11:00:00 in 2015-11-12, the machine which has machine ID 18 and model ID model3 and 15 age , has hourly average voltage 174.658931 and hourly average rotation 503.38458 and hourly average pressure 80.359905 and hourly average vibration 39.857711 .","At at the time 10:00:00 in 2015-11-12, the machine which has machine ID 18 and model ID model3 and 15 age , has hourly average voltage decrease about 0.6008 percent  and hourly average rotation decrease about 10.1834 percent  and hourly average pressure decrease about 22.4916 percent  and hourly average vibration decrease about 0.3509 percent .","At the time 10:00:00 in 2015-11-12, the machine which has machine ID 18 and model ID model3 and 15 age , has hourly average voltage 175.84664 and hourly average rotation 414.611522 and hourly average pressure 89.681898 and hourly average vibration 43.012242 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
631,2015-11-12 21:00:00,43,190.531693928341,406.545438418073,81.9212575894984,49.9186584386914,model3,14,False,There is no anomaly,2015-11-12,21:00:00,190.531694,406.545438,81.921258,49.918658,-0.06753061827579158,decrease,6.7531,435.987975998031,-0.16709909596521846,decrease,16.7099,0.2590324484246211,increase,25.9032,151.331837528688,-0.13635911975806758,decrease,13.6359,-0.1973609089956139,decrease,19.7361,102.064873873743,0.024232544953165,increase,2.4233,0.5412168273425219,increase,54.1217,32.3891210847761,-0.2123007098907269,decrease,21.2301,43.0,model3,14.0,"At at the time 21:00:00 in 2015-11-12, the machine which has machine ID 43 and model ID model3 and 14 age , has hourly average voltage increase about 25.9032 percent  and hourly average rotation decrease about 6.7531 percent  and hourly average pressure decrease about 19.7361 percent  and hourly average vibration increase about 54.1217 percent .","At the time 21:00:00 in 2015-11-12, the machine which has machine ID 43 and model ID model3 and 14 age , has hourly average voltage 190.531694 and hourly average rotation 406.545438 and hourly average pressure 81.921258 and hourly average vibration 49.918658 .","At at the time 20:00:00 in 2015-11-12, the machine which has machine ID 43 and model ID model3 and 14 age , has hourly average voltage decrease about 13.6359 percent  and hourly average rotation decrease about 16.7099 percent  and hourly average pressure increase about 2.4233 percent  and hourly average vibration decrease about 21.2301 percent .","At the time 20:00:00 in 2015-11-12, the machine which has machine ID 43 and model ID model3 and 14 age , has hourly average voltage 151.331838 and hourly average rotation 435.987976 and hourly average pressure 102.064874 and hourly average vibration 32.389121 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
1065,2015-11-13 06:00:00,73,190.685484210263,407.522829343355,109.711089027196,41.0103638581101,model2,20,True,There are some anomalies,2015-11-13,06:00:00,190.685484,407.522829,109.711089,41.010364,-0.005787137638027646,decrease,0.5787,409.894947823542,-0.19856833851914352,decrease,19.8568,0.1554555644491005,increase,15.5456,165.030564633767,0.08268840569912707,increase,8.2688,-0.1410877368530463,decrease,14.1088,127.732591248875,0.08459194567619532,increase,8.4592,-0.015362957335770025,decrease,1.5363,41.6502346358454,0.22910500186379457,increase,22.9105,73.0,model2,20.0,"At at the time 06:00:00 in 2015-11-13, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage increase about 15.5456 percent  and hourly average rotation decrease about 0.5787 percent  and hourly average pressure decrease about 14.1088 percent  and hourly average vibration decrease about 1.5363 percent .","At the time 06:00:00 in 2015-11-13, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage 190.685484 and hourly average rotation 407.522829 and hourly average pressure 109.711089 and hourly average vibration 41.010364 .","At at the time 05:00:00 in 2015-11-13, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage increase about 8.2688 percent  and hourly average rotation decrease about 19.8568 percent  and hourly average pressure increase about 8.4592 percent  and hourly average vibration increase about 22.9105 percent .","At the time 05:00:00 in 2015-11-13, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage 165.030565 and hourly average rotation 409.894948 and hourly average pressure 127.732591 and hourly average vibration 41.650235 .",0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,False,1
357,2015-11-13 06:00:00,24,194.586762044345,410.668574880878,85.3925796945355,53.9338030609334,model1,20,True,There are some anomalies,2015-11-13,06:00:00,194.586762,410.668575,85.39258,53.933803,-0.05320517211599853,decrease,5.3205,433.746111392142,-0.005047423082065789,decrease,0.5047,0.14971540469649125,increase,14.9715,169.247764489781,0.16104392092444905,increase,16.1044,0.026652724548039363,increase,2.6653,83.1757201366486,-0.05363879756934621,decrease,5.3639,0.22280023215978556,increase,22.28,44.1067981854012,-0.00626298121964604,decrease,0.6263,24.0,model1,20.0,"At at the time 06:00:00 in 2015-11-13, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage increase about 14.9715 percent  and hourly average rotation decrease about 5.3205 percent  and hourly average pressure increase about 2.6653 percent  and hourly average vibration increase about 22.28 percent .","At the time 06:00:00 in 2015-11-13, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage 194.586762 and hourly average rotation 410.668575 and hourly average pressure 85.39258 and hourly average vibration 53.933803 .","At at the time 05:00:00 in 2015-11-13, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage increase about 16.1044 percent  and hourly average rotation decrease about 0.5047 percent  and hourly average pressure decrease about 5.3639 percent  and hourly average vibration decrease about 0.6263 percent .","At the time 05:00:00 in 2015-11-13, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage 169.247764 and hourly average rotation 433.746111 and hourly average pressure 83.17572 and hourly average vibration 44.106798 .",0,0,0,1,1,0,0,1,0,0,0,0,0,True,True,False,1
1368,2015-11-13 14:00:00,91,156.947173892665,451.891281222252,81.3192151306961,57.0782517565883,model4,17,False,There is no anomaly,2015-11-13,14:00:00,156.947174,451.891281,81.319215,57.078252,0.14289242594975834,increase,14.2892,395.392664227978,-0.0717372521213456,decrease,7.1737,-0.06633265627213329,decrease,6.6333,168.097529539825,0.058215233781839036,increase,5.8215,-0.1965611512878421,decrease,19.6561,101.213944609529,0.0314195656166853,increase,3.142,-0.014087388854748145,decrease,1.4087,57.8938245756744,0.09742915541043858,increase,9.7429,91.0,model4,17.0,"At at the time 14:00:00 in 2015-11-13, the machine which has machine ID 91 and model ID model4 and 17 age , has hourly average voltage decrease about 6.6333 percent  and hourly average rotation increase about 14.2892 percent  and hourly average pressure decrease about 19.6561 percent  and hourly average vibration decrease about 1.4087 percent .","At the time 14:00:00 in 2015-11-13, the machine which has machine ID 91 and model ID model4 and 17 age , has hourly average voltage 156.947174 and hourly average rotation 451.891281 and hourly average pressure 81.319215 and hourly average vibration 57.078252 .","At at the time 13:00:00 in 2015-11-13, the machine which has machine ID 91 and model ID model4 and 17 age , has hourly average voltage increase about 5.8215 percent  and hourly average rotation decrease about 7.1737 percent  and hourly average pressure increase about 3.142 percent  and hourly average vibration increase about 9.7429 percent .","At the time 13:00:00 in 2015-11-13, the machine which has machine ID 91 and model ID model4 and 17 age , has hourly average voltage 168.09753 and hourly average rotation 395.392664 and hourly average pressure 101.213945 and hourly average vibration 57.893825 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
1517,2015-11-14 00:00:00,100,156.708278814052,477.122317040292,107.453556154948,29.3020553027172,model4,5,False,There is no anomaly,2015-11-14,00:00:00,156.708279,477.122317,107.453556,29.302055,-0.1305052777803294,decrease,13.0505,548.735150251724,0.5008113719973383,increase,50.0811,-0.16491673305768562,decrease,16.4917,187.655872195649,0.13355978323475884,increase,13.356,0.01741335868315256,increase,1.7413,105.614453788995,-0.009938677097228498,decrease,0.9939,-0.242326787318199,decrease,24.2327,38.6737379813151,0.0778409670180767,increase,7.7841,100.0,model4,5.0,"At at the time 00:00:00 in 2015-11-14, the machine which has machine ID 100 and model ID model4 and 5 age , has hourly average voltage decrease about 16.4917 percent  and hourly average rotation decrease about 13.0505 percent  and hourly average pressure increase about 1.7413 percent  and hourly average vibration decrease about 24.2327 percent .","At the time 00:00:00 in 2015-11-14, the machine which has machine ID 100 and model ID model4 and 5 age , has hourly average voltage 156.708279 and hourly average rotation 477.122317 and hourly average pressure 107.453556 and hourly average vibration 29.302055 .","At at the time 23:00:00 in 2015-11-13, the machine which has machine ID 100 and model ID model4 and 5 age , has hourly average voltage increase about 13.356 percent  and hourly average rotation increase about 50.0811 percent  and hourly average pressure decrease about 0.9939 percent  and hourly average vibration increase about 7.7841 percent .","At the time 23:00:00 in 2015-11-13, the machine which has machine ID 100 and model ID model4 and 5 age , has hourly average voltage 187.655872 and hourly average rotation 548.73515 and hourly average pressure 105.614454 and hourly average vibration 38.673738 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
1107,2015-11-14 00:00:00,76,204.565294006431,496.460934483665,114.087327858996,43.4349186936356,model2,10,False,There is no anomaly,2015-11-14,00:00:00,204.565294,496.460934,114.087328,43.434919,-0.007220207145981571,decrease,0.722,500.071554696386,0.0005656761043827926,increase,0.0566,0.16855525215834322,increase,16.8555,175.058298380496,-0.07598988391472286,decrease,7.599,-0.17892908441290226,decrease,17.8929,138.949420437599,0.056562780435093614,increase,5.6563,-0.019999513465525073,decrease,2.0,44.3213236018201,1.1286745499132498,increase,112.8675,76.0,model2,10.0,"At at the time 00:00:00 in 2015-11-14, the machine which has machine ID 76 and model ID model2 and 10 age , has hourly average voltage increase about 16.8555 percent  and hourly average rotation decrease about 0.722 percent  and hourly average pressure decrease about 17.8929 percent  and hourly average vibration decrease about 2.0 percent .","At the time 00:00:00 in 2015-11-14, the machine which has machine ID 76 and model ID model2 and 10 age , has hourly average voltage 204.565294 and hourly average rotation 496.460934 and hourly average pressure 114.087328 and hourly average vibration 43.434919 .","At at the time 23:00:00 in 2015-11-13, the machine which has machine ID 76 and model ID model2 and 10 age , has hourly average voltage decrease about 7.599 percent  and hourly average rotation increase about 0.0566 percent  and hourly average pressure increase about 5.6563 percent  and hourly average vibration increase about 112.8675 percent .","At the time 23:00:00 in 2015-11-13, the machine which has machine ID 76 and model ID model2 and 10 age , has hourly average voltage 175.058298 and hourly average rotation 500.071555 and hourly average pressure 138.94942 and hourly average vibration 44.321324 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
670,2015-11-14 02:00:00,46,199.488582602037,403.448009242682,93.8036137203291,34.2490360051296,model4,10,False,There is no anomaly,2015-11-14,02:00:00,199.488583,403.448009,93.803614,34.249036,-0.05950041378498636,decrease,5.95,428.972022057272,-0.21233095237073174,decrease,21.2331,0.4029370067877754,increase,40.2937,142.193542287971,-0.020394245025326347,decrease,2.0394,-0.12623559508520202,decrease,12.6236,107.355727920132,0.0916706034175533,increase,9.1671,-0.1352335367085796,decrease,13.5234,39.6049540066263,-0.03882254882047494,decrease,3.8823,46.0,model4,10.0,"At at the time 02:00:00 in 2015-11-14, the machine which has machine ID 46 and model ID model4 and 10 age , has hourly average voltage increase about 40.2937 percent  and hourly average rotation decrease about 5.95 percent  and hourly average pressure decrease about 12.6236 percent  and hourly average vibration decrease about 13.5234 percent .","At the time 02:00:00 in 2015-11-14, the machine which has machine ID 46 and model ID model4 and 10 age , has hourly average voltage 199.488583 and hourly average rotation 403.448009 and hourly average pressure 93.803614 and hourly average vibration 34.249036 .","At at the time 01:00:00 in 2015-11-14, the machine which has machine ID 46 and model ID model4 and 10 age , has hourly average voltage decrease about 2.0394 percent  and hourly average rotation decrease about 21.2331 percent  and hourly average pressure increase about 9.1671 percent  and hourly average vibration decrease about 3.8823 percent .","At the time 01:00:00 in 2015-11-14, the machine which has machine ID 46 and model ID model4 and 10 age , has hourly average voltage 142.193542 and hourly average rotation 428.972022 and hourly average pressure 107.355728 and hourly average vibration 39.604954 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
118,2015-11-14 06:00:00,9,184.999426931011,395.039317952774,106.623688955042,44.6864986159346,model4,7,True,There are some anomalies,2015-11-14,06:00:00,184.999427,395.039318,106.623689,44.686499,0.05315674939510679,increase,5.3157,375.100210087121,0.13913116007116552,increase,13.9131,0.024922765703056408,increase,2.4923,180.500846621461,0.03777255675341735,increase,3.7773,-0.11016966334697287,decrease,11.017,119.824740248902,0.38366017478426895,increase,38.366,0.05791564392781523,increase,5.7916,42.2401340526766,0.15321125001312516,increase,15.3211,9.0,model4,7.0,"At at the time 06:00:00 in 2015-11-14, the machine which has machine ID 9 and model ID model4 and 7 age , has hourly average voltage increase about 2.4923 percent  and hourly average rotation increase about 5.3157 percent  and hourly average pressure decrease about 11.017 percent  and hourly average vibration increase about 5.7916 percent .","At the time 06:00:00 in 2015-11-14, the machine which has machine ID 9 and model ID model4 and 7 age , has hourly average voltage 184.999427 and hourly average rotation 395.039318 and hourly average pressure 106.623689 and hourly average vibration 44.686499 .","At at the time 05:00:00 in 2015-11-14, the machine which has machine ID 9 and model ID model4 and 7 age , has hourly average voltage increase about 3.7773 percent  and hourly average rotation increase about 13.9131 percent  and hourly average pressure increase about 38.366 percent  and hourly average vibration increase about 15.3211 percent .","At the time 05:00:00 in 2015-11-14, the machine which has machine ID 9 and model ID model4 and 7 age , has hourly average voltage 180.500847 and hourly average rotation 375.10021 and hourly average pressure 119.82474 and hourly average vibration 42.240134 .",1,0,0,0,1,1,0,0,0,0,0,0,0,True,True,False,1
1167,2015-11-14 08:00:00,80,176.661484174882,477.432007511744,109.043051730132,44.2829123548585,model3,6,True,There are some anomalies,2015-11-14,08:00:00,176.661484,477.432008,109.043052,44.282912,0.01046760406692178,increase,1.0468,472.486208949381,0.10829341598692926,increase,10.8293,0.04699199517559835,increase,4.6992,168.732411507361,0.09501215828831963,increase,9.5012,0.05358302943772188,increase,5.3583,103.497350169285,-0.042737807271507756,decrease,4.2738,-0.04504617158669826,decrease,4.5046,46.3717836792555,0.2767892810554821,increase,27.6789,80.0,model3,6.0,"At at the time 08:00:00 in 2015-11-14, the machine which has machine ID 80 and model ID model3 and 6 age , has hourly average voltage increase about 4.6992 percent  and hourly average rotation increase about 1.0468 percent  and hourly average pressure increase about 5.3583 percent  and hourly average vibration decrease about 4.5046 percent .","At the time 08:00:00 in 2015-11-14, the machine which has machine ID 80 and model ID model3 and 6 age , has hourly average voltage 176.661484 and hourly average rotation 477.432008 and hourly average pressure 109.043052 and hourly average vibration 44.282912 .","At at the time 07:00:00 in 2015-11-14, the machine which has machine ID 80 and model ID model3 and 6 age , has hourly average voltage increase about 9.5012 percent  and hourly average rotation increase about 10.8293 percent  and hourly average pressure decrease about 4.2738 percent  and hourly average vibration increase about 27.6789 percent .","At the time 07:00:00 in 2015-11-14, the machine which has machine ID 80 and model ID model3 and 6 age , has hourly average voltage 168.732412 and hourly average rotation 472.486209 and hourly average pressure 103.49735 and hourly average vibration 46.371784 .",0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,0
400,2015-11-15 03:00:00,27,197.170774612409,412.586837764619,96.2747046665251,41.1571539369008,model3,9,False,There is no anomaly,2015-11-15,03:00:00,197.170775,412.586838,96.274705,41.157154,-0.21760782710780024,decrease,21.7608,527.340190839903,0.1699044231357119,increase,16.9904,0.14451071786920575,increase,14.4511,172.275166613985,-0.06714501331367305,decrease,6.7145,0.10724385949365743,increase,10.7244,86.9498655070903,-0.11125293604388664,decrease,11.1253,-0.03785661205901699,decrease,3.7857,42.7765283768965,-0.019868725621130064,decrease,1.9869,27.0,model3,9.0,"At at the time 03:00:00 in 2015-11-15, the machine which has machine ID 27 and model ID model3 and 9 age , has hourly average voltage increase about 14.4511 percent  and hourly average rotation decrease about 21.7608 percent  and hourly average pressure increase about 10.7244 percent  and hourly average vibration decrease about 3.7857 percent .","At the time 03:00:00 in 2015-11-15, the machine which has machine ID 27 and model ID model3 and 9 age , has hourly average voltage 197.170775 and hourly average rotation 412.586838 and hourly average pressure 96.274705 and hourly average vibration 41.157154 .","At at the time 02:00:00 in 2015-11-15, the machine which has machine ID 27 and model ID model3 and 9 age , has hourly average voltage decrease about 6.7145 percent  and hourly average rotation increase about 16.9904 percent  and hourly average pressure decrease about 11.1253 percent  and hourly average vibration decrease about 1.9869 percent .","At the time 02:00:00 in 2015-11-15, the machine which has machine ID 27 and model ID model3 and 9 age , has hourly average voltage 172.275167 and hourly average rotation 527.340191 and hourly average pressure 86.949866 and hourly average vibration 42.776528 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
291,2015-11-15 05:00:00,20,156.310913033073,313.818859974116,98.5059295447478,47.0727308839883,model2,16,False,There is no anomaly,2015-11-15,05:00:00,156.310913,313.81886,98.50593,47.072731,0.22261949108573342,increase,22.2619,256.677455465259,-0.27206442046511137,decrease,27.2064,-0.16530355662258764,decrease,16.5304,187.266777369502,0.1568958723321045,increase,15.6896,-0.06494899843028995,decrease,6.4949,105.348188900265,0.10253283371772072,increase,10.2533,0.46255569039550803,increase,46.2556,32.1852570764391,-0.2732819839342923,decrease,27.3282,20.0,model2,16.0,"At at the time 05:00:00 in 2015-11-15, the machine which has machine ID 20 and model ID model2 and 16 age , has hourly average voltage decrease about 16.5304 percent  and hourly average rotation increase about 22.2619 percent  and hourly average pressure decrease about 6.4949 percent  and hourly average vibration increase about 46.2556 percent .","At the time 05:00:00 in 2015-11-15, the machine which has machine ID 20 and model ID model2 and 16 age , has hourly average voltage 156.310913 and hourly average rotation 313.81886 and hourly average pressure 98.50593 and hourly average vibration 47.072731 .","At at the time 04:00:00 in 2015-11-15, the machine which has machine ID 20 and model ID model2 and 16 age , has hourly average voltage increase about 15.6896 percent  and hourly average rotation decrease about 27.2064 percent  and hourly average pressure increase about 10.2533 percent  and hourly average vibration decrease about 27.3282 percent .","At the time 04:00:00 in 2015-11-15, the machine which has machine ID 20 and model ID model2 and 16 age , has hourly average voltage 187.266777 and hourly average rotation 256.677455 and hourly average pressure 105.348189 and hourly average vibration 32.185257 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
292,2015-11-15 06:00:00,20,148.779055285462,357.720857844724,98.5120575803442,40.5091779405671,model2,16,True,There are some anomalies,2015-11-15,06:00:00,148.779055,357.720858,98.512058,40.509178,0.13989598290628252,increase,13.9896,313.818859974116,0.22261949108573342,increase,22.2619,-0.04818510493900952,decrease,4.8185,156.310913033073,-0.16530355662258764,decrease,16.5304,6.220981442158413e-05,increase,0.0062,98.5059295447478,-0.06494899843028995,decrease,6.4949,-0.13943429285199557,decrease,13.9434,47.0727308839883,0.46255569039550803,increase,46.2556,20.0,model2,16.0,"At at the time 06:00:00 in 2015-11-15, the machine which has machine ID 20 and model ID model2 and 16 age , has hourly average voltage decrease about 4.8185 percent  and hourly average rotation increase about 13.9896 percent  and hourly average pressure increase about 0.0062 percent  and hourly average vibration decrease about 13.9434 percent .","At the time 06:00:00 in 2015-11-15, the machine which has machine ID 20 and model ID model2 and 16 age , has hourly average voltage 148.779055 and hourly average rotation 357.720858 and hourly average pressure 98.512058 and hourly average vibration 40.509178 .","At at the time 05:00:00 in 2015-11-15, the machine which has machine ID 20 and model ID model2 and 16 age , has hourly average voltage decrease about 16.5304 percent  and hourly average rotation increase about 22.2619 percent  and hourly average pressure decrease about 6.4949 percent  and hourly average vibration increase about 46.2556 percent .","At the time 05:00:00 in 2015-11-15, the machine which has machine ID 20 and model ID model2 and 16 age , has hourly average voltage 156.310913 and hourly average rotation 313.81886 and hourly average pressure 98.50593 and hourly average vibration 47.072731 .",0,1,0,0,0,1,1,0,0,0,0,0,0,True,True,False,1
